Machine Brand,Count of Machine Brand,,Machine Brand,Machine Type,Machine Sub-Type,Count of Machine Brand,,Technician: State,Machine Type,Machine Brand,Count of Machine Brand,,State,Count of Technician: State
,,,,,Electric,6,,,,,,,,
,,,,Oven - (Freestanding) Total,,98,,,,,,,,
,,,,Cooktop,Other,5,,,,,,,,
,,,,Cooktop Total,,5,,,,,,,,
,,,,Commercial Appliance,Other,3,,,,,,,,
,,,,Commercial Appliance Total,,3,,,,,,,,
,,,Waldorf - (Commercial) Total,,,106,,,,,,,,
,,,Sub Zero - (Commercial),Refrigerator,Fridge & Freezer,72,,,,,,,,
,,,,,(blank),20,,,,,,,,
,,,,Refrigerator Total,,92,,,,,,,,
,,,,Commercial Appliance,Fridge & Freezer,12,,,,,,,,
,,,,Commercial Appliance Total,,12,,,,,,,,
,,,Sub Zero - (Commercial) Total,,,104,,,,,,,,
,,,Venini - (Domestic),Oven - (Freestanding),(blank),20,,,,,,,,
,,,,,Gas,16,,,,,,,,
,,,,,Free Standing,11,,,,,,,,
,,,,,Dual Fuel,7,,,,,,,,
,,,,Oven - (Freestanding) Total,,54,,,,,,,,
,,,,Cooktop,Natural Gas,11,,,,,,,,
,,,,,Induction,11,,,,,,,,
,,,,,(blank),8,,,,,,,,
,,,,,Gas,4,,,,,,,,
,,,,Cooktop Total,,34,,,,,,,,
,,,,Dishwasher,Under Bench,11,,,,,,,,
,,,,,Free Standing,5,,,,,,,,
,,,,Dishwasher Total,,16,,,,,,,,
,,,Venini - (Domestic) Total,,,104,,,,,,,,
,,,Veneto - (Domestic) - (Limited Parts),Dishwasher,Free Standing,27,,,,,,,,
,,,,,Under Bench,22,,,,,,,,
,,,,Dishwasher Total,,49,,,,,,,,
,,,,Cooktop,Gas,20,,,,,,,,
,,,,Cooktop Total,,20,,,,,,,,
,,,,Oven - (Freestanding),Free Standing,6,,,,,,,,
,,,,,Built In,5,,,,,,,,
,,,,,Electric,5,,,,,,,,
,,,,,(blank),1,,,,,,,,
,,,,Oven - (Freestanding) Total,,17,,,,,,,,
,,,,Oven - (Built In),Electric,15,,,,,,,,
,,,,Oven - (Built In) Total,,15,,,,,,,,
,,,Veneto - (Domestic) - (Limited Parts) Total,,,101,,,,,,,,
,,,Tisira - (Domestic),Dishwasher,Free Standing,44,,,,,,,,
,,,,,Under Bench,3,,,,,,,,
,,,,Dishwasher Total,,47,,,,,,,,
,,,,Cooktop,Gas,21,,,,,,,,
,,,,,LPG Gas,6,,,,,,,,
,,,,Cooktop Total,,27,,,,,,,,
,,,,Oven - (Built In),Electric,26,,,,,,,,
,,,,Oven - (Built In) Total,,26,,,,,,,,
,,,Tisira - (Domestic) Total,,,100,,,,,,,,
,,,Seiki - (Domestic),Washing Machine,Front Loader,40,,,,,,,,
,,,,,Top Loader,29,,,,,,,,
,,,,Washing Machine Total,,69,,,,,,,,
,,,,Dishwasher,Under Bench,9,,,,,,,,
,,,,Dishwasher Total,,9,,,,,,,,
,,,,Dryer,(blank),9,,,,,,,,
,,,,Dryer Total,,9,,,,,,,,
,,,,Refrigerator,Fridge & Freezer,7,,,,,,,,
,,,,Refrigerator Total,,7,,,,,,,,
,,,,Combo Washer & Dryer,(blank),5,,,,,,,,
,,,,Combo Washer & Dryer Total,,5,,,,,,,,
,,,Seiki - (Domestic) Total,,,99,,,,,,,,
,,,Lamber - (Commercial) - (Limited Parts),Dishwasher,(blank),86,,,,,,,,
,,,,,Under Bench,13,,,,,,,,
,,,,Dishwasher Total,,99,,,,,,,,
,,,Lamber - (Commercial) - (Limited Parts) Total,,,99,,,,,,,,
,,,Gasmate - (Premium Domestic),Refrigerator,Bar Fridge,60,,,,,,,,
,,,,,Freezer Only,32,,,,,,,,
,,,,,Fridge & Freezer,3,,,,,,,,
,,,,Refrigerator Total,,95,,,,,,,,
,,,Gasmate - (Premium Domestic) Total,,,95,,,,,,,,
,,,Mixologiq - (Commercial) - (Limited Parts),Cocktail machine,(blank),89,,,,,,,,
,,,,Cocktail machine Total,,89,,,,,,,,
,,,,Refrigerator,(blank),6,,,,,,,,
,,,,Refrigerator Total,,6,,,,,,,,
,,,Mixologiq - (Commercial) - (Limited Parts) Total,,,95,,,,,,,,
,,,Turbofan - (Commercial),Oven - (Freestanding),Electric,58,,,,,,,,
,,,,,(blank),14,,,,,,,,
,,,,,Unknown,8,,,,,,,,
,,,,,Natural Gas,6,,,,,,,,
,,,,Oven - (Freestanding) Total,,86,,,,,,,,
,,,,Oven - (Built In),(blank),8,,,,,,,,
,,,,Oven - (Built In) Total,,8,,,,,,,,
,,,Turbofan - (Commercial) Total,,,94,,,,,,,,
,,,Hafele - (Domestic) - (Limited Parts),Dishwasher,(blank),23,,,,,,,,
,,,,,Fully Integrated,12,,,,,,,,
,,,,,Under Bench,6,,,,,,,,
,,,,Dishwasher Total,,41,,,,,,,,
,,,,Refrigerator,Fridge & Freezer,16,,,,,,,,
,,,,,(blank),10,,,,,,,,
,,,,,Fridge Only,3,,,,,,,,
,,,,Refrigerator Total,,29,,,,,,,,
,,,,Dryer,Heat Pump,12,,,,,,,,
,,,,Dryer Total,,12,,,,,,,,
,,,,Washing Machine,Front Loader,9,,,,,,,,
,,,,Washing Machine Total,,9,,,,,,,,
,,,Hafele - (Domestic) - (Limited Parts) Total,,,91,,,,,,,,
,,,De Dietrich - (Domestic),Coffee Machine,(blank),36,,,,,,,,
,,,,Coffee Machine Total,,36,,,,,,,,
,,,,Cooktop,Induction,31,,,,,,,,
,,,,Cooktop Total,,31,,,,,,,,
,,,,Oven - (Built In),Electric,8,,,,,,,,
,,,,Oven - (Built In) Total,,8,,,,,,,,
,,,,Dishwasher,Semi Integrated,8,,,,,,,,
,,,,Dishwasher Total,,8,,,,,,,,
,,,,Oven - (Freestanding),Electric,6,,,,,,,,
,,,,Oven - (Freestanding) Total,,6,,,,,,,,
,,,De Dietrich - (Domestic) Total,,,89,,,,,,,,
,,,Eurowash - (Commercial),Dishwasher,(blank),55,,,,,,,,
,,,,,Free Standing,7,,,,,,,,
,,,,Dishwasher Total,,62,,,,,,,,
,,,,Other,(blank),15,,,,,,,,
,,,,Other Total,,15,,,,,,,,
,,,,Commercial Appliance,Dishwasher - (Hood Type / Passthrough),11,,,,,,,,
,,,,Commercial Appliance Total,,11,,,,,,,,
,,,Eurowash - (Commercial) Total,,,88,,,,,,,,
,,,Garland - (Commercial),Oven - (Freestanding),Natural Gas,31,,,,,,,,
,,,,,Built In,12,,,,,,,,
,,,,,(blank),11,,,,,,,,
,,,,Oven - (Freestanding) Total,,54,,,,,,,,
,,,,Cooktop,Natural Gas,21,,,,,,,,
,,,,,Gas,9,,,,,,,,
,,,,Cooktop Total,,30,,,,,,,,
,,,Garland - (Commercial) Total,,,84,,,,,,,,
,,,Econo - (Premium Domestic),Washing Machine,(blank),36,,,,,,,,
,,,,,Top Loader,9,,,,,,,,
,,,,Washing Machine Total,,45,,,,,,,,
,,,,Dryer,(blank),39,,,,,,,,
,,,,Dryer Total,,39,,,,,,,,
,,,Econo - (Premium Domestic) Total,,,84,,,,,,,,
,,,FED - (Commercial),Refrigerator,(blank),28,,,,,,,,
,,,,,Fridge Only,10,,,,,,,,
,,,,Refrigerator Total,,38,,,,,,,,
,,,,Oven - (Freestanding),Gas,26,,,,,,,,
,,,,Oven - (Freestanding) Total,,26,,,,,,,,
,,,,Cooktop,Gas,12,,,,,,,,
,,,,Cooktop Total,,12,,,,,,,,
,,,,Commercial Appliance,Deep Fryer,7,,,,,,,,
,,,,Commercial Appliance Total,,7,,,,,,,,
,,,FED - (Commercial) Total,,,83,,,,,,,,
,,,Thor - (Commercial),Commercial Appliance,Deep Fryer,33,,,,,,,,
,,,,,Fryers,4,,,,,,,,
,,,,Commercial Appliance Total,,37,,,,,,,,
,,,,Other,(blank),25,,,,,,,,
,,,,Other Total,,25,,,,,,,,
,,,,Oven - (Freestanding),(blank),9,,,,,,,,
,,,,Oven - (Freestanding) Total,,9,,,,,,,,
,,,,Dishwasher,Bench Top,5,,,,,,,,
,,,,Dishwasher Total,,5,,,,,,,,
,,,,Cooktop,LPG Gas,3,,,,,,,,
,,,,Cooktop Total,,3,,,,,,,,
,,,Thor - (Commercial) Total,,,79,,,,,,,,
,,,Steel - (Premium Domestic),Cooktop,Gas,58,,,,,,,,
,,,,,Induction,15,,,,,,,,
,,,,Cooktop Total,,73,,,,,,,,
,,,,Oven - (Freestanding),Electric,3,,,,,,,,
,,,,Oven - (Freestanding) Total,,3,,,,,,,,
,,,Steel - (Premium Domestic) Total,,,76,,,,,,,,
,,,Everdure - (Commercial) - (Limited Parts),Dishwasher,Free Standing,27,,,,,,,,
,,,,,(blank),12,,,,,,,,
,,,,Dishwasher Total,,39,,,,,,,,
,,,,Cooktop,Gas,10,,,,,,,,
,,,,,Ceramic,5,,,,,,,,
,,,,Cooktop Total,,15,,,,,,,,
,,,,Oven - (Freestanding),Electric,11,,,,,,,,
,,,,Oven - (Freestanding) Total,,11,,,,,,,,
,,,,Other,(blank),6,,,,,,,,
,,,,Other Total,,6,,,,,,,,
,,,,Oven - (Built In),Electric,4,,,,,,,,
,,,,Oven - (Built In) Total,,4,,,,,,,,
,,,Everdure - (Commercial) - (Limited Parts) Total,,,75,,,,,,,,
,,,Artisan - (Commercial) - (Limited Parts),Refrigerator,(blank),43,,,,,,,,
,,,,,Freezer Only,13,,,,,,,,
,,,,,Fridge & Freezer,10,,,,,,,,
,,,,Refrigerator Total,,66,,,,,,,,
,,,,Dishwasher,Free Standing,5,,,,,,,,
,,,,Dishwasher Total,,5,,,,,,,,
,,,,Washing Machine,Front Loader,3,,,,,,,,
,,,,Washing Machine Total,,3,,,,,,,,
,,,Artisan - (Commercial) - (Limited Parts) Total,,,74,,,,,,,,
,,,Cookrite - (Commercial) - (Limited Parts),Cooktop,Natural Gas,24,,,,,,,,
,,,,,Gas,20,,,,,,,,
,,,,,(blank),3,,,,,,,,
,,,,Cooktop Total,,47,,,,,,,,
,,,,Oven - (Freestanding),Free Standing,10,,,,,,,,
,,,,,Natural Gas,4,,,,,,,,
,,,,Oven - (Freestanding) Total,,14,,,,,,,,
,,,,Oven - (Built In),Gas,12,,,,,,,,
,,,,Oven - (Built In) Total,,12,,,,,,,,
,,,Cookrite - (Commercial) - (Limited Parts) Total,,,73,,,,,,,,
,,,Scootsman - (Commercial),Ice Maker,(blank),65,,,,,,,,
,,,,Ice Maker Total,,65,,,,,,,,
,,,,Refrigerator,Fridge Only,6,,,,,,,,
,,,,Refrigerator Total,,6,,,,,,,,
,,,Scootsman - (Commercial) Total,,,71,,,,,,,,
,,,Viking - (Commercial) - (Limited Parts),Oven - (Freestanding),Gas,33,,,,,,,,
,,,,,(blank),26,,,,,,,,
,,,,Oven - (Freestanding) Total,,59,,,,,,,,
,,,,Cooktop,(blank),7,,,,,,,,
,,,,,Gas,4,,,,,,,,
,,,,Cooktop Total,,11,,,,,,,,
,,,Viking - (Commercial) - (Limited Parts) Total,,,70,,,,,,,,
,,,Anvil - (Commercial),Commercial Appliance,Display Fridge,29,,,,,,,,
,,,,,Refridgerator,9,,,,,,,,
,,,,Commercial Appliance Total,,38,,,,,,,,
,,,,Refrigerator,(blank),21,,,,,,,,
,,,,,Fridge Only,9,,,,,,,,
,,,,Refrigerator Total,,30,,,,,,,,
,,,Anvil - (Commercial) Total,,,68,,,,,,,,
,,,Anets - (Commercial) - (Limited Parts),Other,(blank),34,,,,,,,,
,,,,Other Total,,34,,,,,,,,
,,,,Commercial Appliance,Deep Fryer,31,,,,,,,,
,,,,,Fryers,2,,,,,,,,
,,,,Commercial Appliance Total,,33,,,,,,,,
,,,Anets - (Commercial) - (Limited Parts) Total,,,67,,,,,,,,
,,,Sharpline - (Commercial),Dishwasher,(blank),37,,,,,,,,
,,,,,Under Bench,20,,,,,,,,
,,,,,Other,3,,,,,,,,
,,,,Dishwasher Total,,60,,,,,,,,
,,,,Commercial Appliance,Dishwasher - (Hood Type / Passthrough),4,,,,,,,,
,,,,Commercial Appliance Total,,4,,,,,,,,
,,,,Bain Marie,(blank),3,,,,,,,,
,,,,Bain Marie Total,,3,,,,,,,,
,,,Sharpline - (Commercial) Total,,,67,,,,,,,,
,,,Inalto - (Domestic) - (Limited Parts),Dishwasher,(blank),19,,,,,,,,
,,,,,Fully Integrated,11,,,,,,,,
,,,,,Under Bench,10,,,,,,,,
,,,,,Free Standing,7,,,,,,,,
,,,,Dishwasher Total,,47,,,,,,,,
,,,,Oven - (Freestanding),Free Standing,10,,,,,,,,
,,,,Oven - (Freestanding) Total,,10,,,,,,,,
,,,,Cooktop,Natural Gas,9,,,,,,,,
,,,,Cooktop Total,,9,,,,,,,,
,,,Inalto - (Domestic) - (Limited Parts) Total,,,66,,,,,,,,
,,,Di Lusso - (Domestic),Dishwasher,(blank),35,,,,,,,,
,,,,,Free Standing,23,,,,,,,,
,,,,,Under Bench,8,,,,,,,,
,,,,Dishwasher Total,,66,,,,,,,,
,,,Di Lusso - (Domestic) Total,,,66,,,,,,,,
,,,Adler - (Commercial) - (Limited Parts),Dishwasher,Free Standing,35,,,,,,,,
,,,,,(blank),17,,,,,,,,
,,,,Dishwasher Total,,52,,,,,,,,
,,,,Washing Machine,Top Loader,7,,,,,,,,
,,,,,Front Loader,3,,,,,,,,
,,,,Washing Machine Total,,10,,,,,,,,
,,,Adler - (Commercial) - (Limited Parts) Total,,,62,,,,,,,,
,,,Luus (Commercial),Cooktop,Gas,25,,,,,,,,
,,,,,Natural Gas,9,,,,,,,,
,,,,Cooktop Total,,34,,,,,,,,
,,,,Oven - (Freestanding),Dual Fuel,17,,,,,,,,
,,,,Oven - (Freestanding) Total,,17,,,,,,,,
,,,,Commercial Appliance,Other,9,,,,,,,,
,,,,Commercial Appliance Total,,9,,,,,,,,
,,,Luus (Commercial) Total,,,60,,,,,,,,
,,,Nardi -(Domestic) - (Limited Parts),Oven - (Freestanding),(blank),50,,,,,,,,
,,,,Oven - (Freestanding) Total,,50,,,,,,,,
,,,,Cooktop,Gas,10,,,,,,,,
,,,,Cooktop Total,,10,,,,,,,,
,,,Nardi -(Domestic) - (Limited Parts) Total,,,60,,,,,,,,
,,,Convotherm - (Commercial),Oven - (Built In),Electric,45,,,,,,,,
,,,,Oven - (Built In) Total,,45,,,,,,,,
,,,,Oven - (Freestanding),Electric,13,,,,,,,,
,,,,Oven - (Freestanding) Total,,13,,,,,,,,
,,,Convotherm - (Commercial) Total,,,58,,,,,,,,
,,,Andi - (Domestic) - (Limited Parts),Oven - (Freestanding),Electric,31,,,,,,,,
,,,,,Free Standing,6,,,,,,,,
,,,,Oven - (Freestanding) Total,,37,,,,,,,,
,,,,Cooktop,Natural Gas,6,,,,,,,,
,,,,,Gas,6,,,,,,,,
,,,,Cooktop Total,,12,,,,,,,,
,,,,Rangehood,Canopy,8,,,,,,,,
,,,,Rangehood Total,,8,,,,,,,,
,,,Andi - (Domestic) - (Limited Parts) Total,,,57,,,,,,,,
,,,Cool Room - (Commercial) - (Limited Parts),Cool Room,(blank),34,,,,,,,,
,,,,Cool Room Total,,34,,,,,,,,
,,,,Other,(blank),21,,,,,,,,
,,,,Other Total,,21,,,,,,,,
,,,Cool Room - (Commercial) - (Limited Parts) Total,,,55,,,,,,,,
,,,Hitachi - (Premium Domestic) - (Limited Parts),Refrigerator,Fridge & Freezer,54,,,,,,,,
,,,,Refrigerator Total,,54,,,,,,,,
,,,Hitachi - (Premium Domestic) - (Limited Parts) Total,,,54,,,,,,,,
,,,Miele Professional - (Commercial),Washing Machine,Front Loader,26,,,,,,,,
,,,,Washing Machine Total,,26,,,,,,,,
,,,,Dishwasher,(blank),21,,,,,,,,
,,,,Dishwasher Total,,21,,,,,,,,
,,,,Microwave,(blank),4,,,,,,,,
,,,,Microwave Total,,4,,,,,,,,
,,,Miele Professional - (Commercial) Total,,,51,,,,,,,,
,,,Franke - (Premium Domestic) - (Limited Parts),Oven - (Freestanding),Electric,31,,,,,,,,
,,,,Oven - (Freestanding) Total,,31,,,,,,,,
,,,,Cooktop,Natural Gas,5,,,,,,,,
,,,,,LPG Gas,5,,,,,,,,
,,,,Cooktop Total,,10,,,,,,,,
,,,,Dishwasher,Under Bench,10,,,,,,,,
,,,,Dishwasher Total,,10,,,,,,,,
,,,Franke - (Premium Domestic) - (Limited Parts) Total,,,51,,,,,,,,
,,,Allenzi - (Premium Domestic) - (Limited Parts),Oven - (Freestanding),Free Standing,32,,,,,,,,
,,,,,Gas,19,,,,,,,,
,,,,Oven - (Freestanding) Total,,51,,,,,,,,
,,,Allenzi - (Premium Domestic) - (Limited Parts) Total,,,51,,,,,,,,
,,,AG - (Commercial),Refrigerator,Fridge Only,33,,,,,,,,
,,,,,Freezer Only,18,,,,,,,,
,,,,Refrigerator Total,,51,,,,,,,,
,,,AG - (Commercial) Total,,,51,,,,,,,,
,,,Bertazzoni - (Premium Domestic),Cooktop,Induction,25,,,,,,,,
,,,,Cooktop Total,,25,,,,,,,,
,,,,Oven - (Freestanding),Gas,14,,,,,,,,
,,,,,Dual Fuel,10,,,,,,,,
,,,,Oven - (Freestanding) Total,,24,,,,,,,,
,,,Bertazzoni - (Premium Domestic) Total,,,49,,,,,,,,
,,,Wolf - (Commercial),Commercial Appliance,Combination Microwave & Oven,26,,,,,,,,
,,,,Commercial Appliance Total,,26,,,,,,,,
,,,,Oven - (Freestanding),Free Standing,14,,,,,,,,
,,,,Oven - (Freestanding) Total,,14,,,,,,,,
,,,,Other,(blank),9,,,,,,,,
,,,,Other Total,,9,,,,,,,,
,,,Wolf - (Commercial) Total,,,49,,,,,,,,
,,,Akai - (Domestic) - (Limited Parts),Washing Machine,Front Loader,20,,,,,,,,
,,,,Washing Machine Total,,20,,,,,,,,
,,,,Dishwasher,Free Standing,18,,,,,,,,
,,,,Dishwasher Total,,18,,,,,,,,
,,,,Cooktop,Induction,11,,,,,,,,
,,,,Cooktop Total,,11,,,,,,,,
,,,Akai - (Domestic) - (Limited Parts) Total,,,49,,,,,,,,
,,,Zanussi Professional - (Commercial) - (Limited Parts),Dishwasher,(blank),18,,,,,,,,
,,,,,Under Bench,17,,,,,,,,
,,,,,Free Standing,4,,,,,,,,
,,,,Dishwasher Total,,39,,,,,,,,
,,,,Cooktop,Natural Gas,8,,,,,,,,
,,,,Cooktop Total,,8,,,,,,,,
,,,Zanussi Professional - (Commercial) - (Limited Parts) Total,,,47,,,,,,,,
,,,Birko - (Commercial),Oven - (Built In),(blank),28,,,,,,,,
,,,,Oven - (Built In) Total,,28,,,,,,,,
,,,,Microwave,Bench Top,14,,,,,,,,
,,,,Microwave Total,,14,,,,,,,,
,,,,Commercial Appliance,Deep Fryer,4,,,,,,,,
,,,,Commercial Appliance Total,,4,,,,,,,,
,,,Birko - (Commercial) Total,,,46,,,,,,,,
,,,Elba - (Domestic) - (Limited Parts),Cooktop,Gas,18,,,,,,,,
,,,,,LPG Gas,13,,,,,,,,
,,,,Cooktop Total,,31,,,,,,,,
,,,,Oven - (Freestanding),Electric,6,,,,,,,,
,,,,,Natural Gas,5,,,,,,,,
,,,,Oven - (Freestanding) Total,,11,,,,,,,,
,,,,Dryer,Vented,3,,,,,,,,
,,,,Dryer Total,,3,,,,,,,,
,,,Elba - (Domestic) - (Limited Parts) Total,,,45,,,,,,,,
,,,Indesit - (Domestic) - (Limited Parts),Oven - (Freestanding),Electric,9,,,,,,,,
,,,,,Dual Fuel,9,,,,,,,,
,,,,Oven - (Freestanding) Total,,18,,,,,,,,
,,,,Combo Washer & Dryer,Other,14,,,,,,,,
,,,,Combo Washer & Dryer Total,,14,,,,,,,,
,,,,Dishwasher,(blank),13,,,,,,,,
,,,,Dishwasher Total,,13,,,,,,,,
,,,Indesit - (Domestic) - (Limited Parts) Total,,,45,,,,,,,,
,,,Winterhalter - (Commercial),Dishwasher,(blank),18,,,,,,,,
,,,,,Free Standing,17,,,,,,,,
,,,,Dishwasher Total,,35,,,,,,,,
,,,,Commercial Appliance,Glass Washer,7,,,,,,,,
,,,,Commercial Appliance Total,,7,,,,,,,,
,,,Winterhalter - (Commercial) Total,,,42,,,,,,,,
,,,Woodson - (Commercial),Commercial Appliance,Deep Fryer,14,,,,,,,,
,,,,,Bainmarie,11,,,,,,,,
,,,,Commercial Appliance Total,,25,,,,,,,,
,,,,Oven - (Freestanding),(blank),17,,,,,,,,
,,,,Oven - (Freestanding) Total,,17,,,,,,,,
,,,Woodson - (Commercial) Total,,,42,,,,,,,,
,,,Kolb - (Commercial) - (Limited Parts),Oven - (Freestanding),Electric,40,,,,,,,,
,,,,Oven - (Freestanding) Total,,40,,,,,,,,
,,,Kolb - (Commercial) - (Limited Parts) Total,,,40,,,,,,,,
,,,Modena - (Domestic) - (Limited Parts),Oven - (Built In),Electric,36,,,,,,,,
,,,,Oven - (Built In) Total,,36,,,,,,,,
,,,,Cooktop,LPG Gas,3,,,,,,,,
,,,,Cooktop Total,,3,,,,,,,,
,,,Modena - (Domestic) - (Limited Parts) Total,,,39,,,,,,,,
,,,Sanden Intercool - (Commercial) - (Limited Parts),Refrigerator,Freezer Only,27,,,,,,,,
,,,,,Fridge Only,6,,,,,,,,
,,,,,(blank),5,,,,,,,,
,,,,Refrigerator Total,,38,,,,,,,,
,,,Sanden Intercool - (Commercial) - (Limited Parts) Total,,,38,,,,,,,,
,,,Kleenmaid By Speed Queen- (Premium Domestic),Washing Machine,Top Loader,38,,,,,,,,
,,,,Washing Machine Total,,38,,,,,,,,
,,,Kleenmaid By Speed Queen- (Premium Domestic) Total,,,38,,,,,,,,
,,,Thermaster - (Commercial),Refrigerator,Freezer Only,38,,,,,,,,
,,,,Refrigerator Total,,38,,,,,,,,
,,,Thermaster - (Commercial) Total,,,38,,,,,,,,
,,,Daewoo - (Domestic) - (Limited Parts),Washing Machine,Front Loader,11,,,,,,,,
,,,,,Other,9,,,,,,,,
,,,,,Stacked,4,,,,,,,,
,,,,Washing Machine Total,,24,,,,,,,,
,,,,Refrigerator,Fridge & Freezer,10,,,,,,,,
,,,,Refrigerator Total,,10,,,,,,,,
,,,,Microwave,Convection,3,,,,,,,,
,,,,Microwave Total,,3,,,,,,,,
,,,Daewoo - (Domestic) - (Limited Parts) Total,,,37,,,,,,,,
,,,Falcon - (Commercial),Oven - (Freestanding),Electric,12,,,,,,,,
,,,,,Free Standing,9,,,,,,,,
,,,,Oven - (Freestanding) Total,,21,,,,,,,,
,,,,Oven - (Built In),Electric,9,,,,,,,,
,,,,Oven - (Built In) Total,,9,,,,,,,,
,,,,Cooktop,Electric,6,,,,,,,,
,,,,Cooktop Total,,6,,,,,,,,
,,,Falcon - (Commercial) Total,,,36,,,,,,,,
,,,Atosa - (Commercial),Refrigerator,Freezer Only,31,,,,,,,,
,,,,,(blank),5,,,,,,,,
,,,,Refrigerator Total,,36,,,,,,,,
,,,Atosa - (Commercial) Total,,,36,,,,,,,,
,,,Avem Quirks - (Commercial) - (Limited Parts),Refrigerator,(blank),18,,,,,,,,
,,,,,Fridge Only,10,,,,,,,,
,,,,,Bar Fridge,7,,,,,,,,
,,,,Refrigerator Total,,35,,,,,,,,
,,,Avem Quirks - (Commercial) - (Limited Parts) Total,,,35,,,,,,,,
,,,Zanussi - (Domestic) - (Limited Parts),Dishwasher,(blank),19,,,,,,,,
,,,,Dishwasher Total,,19,,,,,,,,
,,,,Commercial Appliance,Dishwasher - (Hood Type / Passthrough),11,,,,,,,,
,,,,Commercial Appliance Total,,11,,,,,,,,
,,,,Other,(blank),5,,,,,,,,
,,,,Other Total,,5,,,,,,,,
,,,Zanussi - (Domestic) - (Limited Parts) Total,,,35,,,,,,,,
,,,Hoshizaki - (Commercial),Ice Maker,(blank),27,,,,,,,,
,,,,Ice Maker Total,,27,,,,,,,,
,,,,Refrigerator,Freezer Only,8,,,,,,,,
,,,,Refrigerator Total,,8,,,,,,,,
,,,Hoshizaki - (Commercial) Total,,,35,,,,,,,,
,,,Alliance - (Domestic) - (Limited Parts),Dryer,(blank),35,,,,,,,,
,,,,Dryer Total,,35,,,,,,,,
,,,Alliance - (Domestic) - (Limited Parts) Total,,,35,,,,,,,,
,,,Eurotag - (Commercial) - (Limited Parts),Refrigerator,Fridge Only,20,,,,,,,,
,,,,,Freezer Only,14,,,,,,,,
,,,,Refrigerator Total,,34,,,,,,,,
,,,Eurotag - (Commercial) - (Limited Parts) Total,,,34,,,,,,,,
,,,Borrelli - (Commercial),Refrigerator,Other,24,,,,,,,,
,,,,,(blank),10,,,,,,,,
,,,,Refrigerator Total,,34,,,,,,,,
,,,Borrelli - (Commercial) Total,,,34,,,,,,,,
,,,Turboair - (Commercial),Refrigerator,(blank),27,,,,,,,,
,,,,Refrigerator Total,,27,,,,,,,,
,,,,Oven - (Freestanding),(blank),7,,,,,,,,
,,,,Oven - (Freestanding) Total,,7,,,,,,,,
,,,Turboair - (Commercial) Total,,,34,,,,,,,,
,,,Sub Zero - (Premium Domestic),Refrigerator,Bar Fridge,32,,,,,,,,
,,,,Refrigerator Total,,32,,,,,,,,
,,,Sub Zero - (Premium Domestic) Total,,,32,,,,,,,,
,,,Robot Coupe - (Commercial),Commercial Appliance,Mixers,25,,,,,,,,
,,,,Commercial Appliance Total,,25,,,,,,,,
,,,,Small Appliance,Other,6,,,,,,,,
,,,,Small Appliance Total,,6,,,,,,,,
,,,Robot Coupe - (Commercial) Total,,,31,,,,,,,,
,,,Bompani - (Premium Domestic) - (Limited Parts),Oven - (Freestanding),Electric,16,,,,,,,,
,,,,,(blank),4,,,,,,,,
,,,,Oven - (Freestanding) Total,,20,,,,,,,,
,,,,Cooktop,LPG Gas,11,,,,,,,,
,,,,Cooktop Total,,11,,,,,,,,
,,,Bompani - (Premium Domestic) - (Limited Parts) Total,,,31,,,,,,,,
,,,Skipio - (Commercial),Refrigerator,Freezer Only,12,,,,,,,,
,,,,,Fridge Only,8,,,,,,,,
,,,,,(blank),7,,,,,,,,
,,,,Refrigerator Total,,27,,,,,,,,
,,,,Commercial Appliance,Refridgerator,4,,,,,,,,
,,,,Commercial Appliance Total,,4,,,,,,,,
,,,Skipio - (Commercial) Total,,,31,,,,,,,,
,,,Rhino - (Commercial),Refrigerator,(blank),16,,,,,,,,
,,,,,Wine Fridge,14,,,,,,,,
,,,,Refrigerator Total,,30,,,,,,,,
,,,Rhino - (Commercial) Total,,,30,,,,,,,,
,,,Bissell - (Domestic),Vacuum Cleaner,(blank),30,,,,,,,,
,,,,Vacuum Cleaner Total,,30,,,,,,,,
,,,Bissell - (Domestic) Total,,,30,,,,,,,,
,,,Semak,Oven - (Freestanding),Dual Fuel,30,,,,,,,,
,,,,Oven - (Freestanding) Total,,30,,,,,,,,
,,,Semak Total,,,30,,,,,,,,
,,,Sunbeam - (Domestic),Coffee Machine,Domestic,19,,,,,,,,
,,,,,(blank),9,,,,,,,,
,,,,Coffee Machine Total,,28,,,,,,,,
,,,Sunbeam - (Domestic) Total,,,28,,,,,,,,
,,,Ruey Shing - (Domestic) - (Limited Parts),Refrigerator,(blank),21,,,,,,,,
,,,,Refrigerator Total,,21,,,,,,,,
,,,,Rangehood,(blank),6,,,,,,,,
,,,,Rangehood Total,,6,,,,,,,,
,,,Ruey Shing - (Domestic) - (Limited Parts) Total,,,27,,,,,,,,
,,,Linea - (Domestic),Dishwasher,Free Standing,10,,,,,,,,
,,,,,Under Bench,3,,,,,,,,
,,,,Dishwasher Total,,13,,,,,,,,
,,,,Cooktop,Gas,8,,,,,,,,
,,,,,(blank),3,,,,,,,,
,,,,Cooktop Total,,11,,,,,,,,
,,,,Oven - (Freestanding),Electric,3,,,,,,,,
,,,,Oven - (Freestanding) Total,,3,,,,,,,,
,,,Linea - (Domestic) Total,,,27,,,,,,,,
